date_reponse,agence,canal_contact,anciennete_mois,note_nps,note_delai,note_conseil,recommande,commentaire
2024-11-07,Abidjan Plateau,Commercial,47,5,2,2,Non,"Conseiller très clair"
2024-06-08,San-Pédro Port,Téléphone,15,10,4,4,Oui,""
2024-12-05,San-Pédro Port,Téléphone,30,7,4,3,Peut-être,"Produit indisponible"
2024-12-07,Bouaké Centre,Commercial,65,10,5,4,Oui,"Attente trop longue"
2024-12-26,San-Pédro Port,Téléphone,37,7,3,4,Peut-être,"Rien à signaler"
2024-10-27,Abidjan Plateau,Téléphone,8,5,3,2,Non,""
2024-03-11,Abidjan Plateau,Site web,42,8,4,3,Peut-être,"Produit indisponible"
2024-07-02,San-Pédro Port,Boutique,29,7,4,3,Peut-être,"Prix corrects"
2024-12-02,Abidjan Plateau,Site web,53,6,3,3,Non,"Produit indisponible"
2024-09-05,Bouaké Centre,Boutique,60,9,5,5,Oui,""
2024-10-03,Abidjan Yopougon,Commercial,2,5,2,3,Non,"Prix corrects"
2024-08-02,Abidjan Yopougon,Site web,51,5,2,3,Non,"Prix corrects"
2024-12-04,Abidjan Yopougon,Site web,58,3,2,2,Non,"Attente trop longue"
2024-12-29,Abidjan Plateau,Boutique,33,7,3,4,Peut-être,""
2024-08-24,Abidjan Plateau,Boutique,68,6,2,4,Non,""
2024-05-12,Abidjan Plateau,Boutique,52,6,3,3,Non,"Rien à signaler"
2024-11-24,Abidjan Plateau,Téléphone,2,9,4,4,Oui,"Prix corrects"
2024-12-15,San-Pédro Port,Site web,35,8,5,5,Peut-être,""
2024-04-17,San-Pédro Port,Boutique,21,10,5,4,Oui,"Attente trop longue"
2024-05-10,Abidjan Plateau,Site web,57,10,5,4,Oui,"Attente trop longue"
2024-07-04,Bouaké Centre,Téléphone,1,6,4,4,Non,"Rien à signaler"
2024-05-19,Bouaké Centre,Téléphone,38,6,3,3,Non,"Conseiller très clair"
2024-07-21,Abidjan Plateau,Téléphone,3,6,2,3,Non,""
2024-05-09,Abidjan Yopougon,Commercial,34,3,2,1,Non,"Produit indisponible"
2024-08-25,Abidjan Yopougon,Boutique,4,6,3,3,Non,"Prix corrects"
2024-08-27,San-Pédro Port,Téléphone,19,10,5,5,Oui,""
2024-02-13,Abidjan Yopougon,Commercial,14,4,1,3,Non,"Prix corrects"
2024-05-26,Bouaké Centre,Site web,5,10,5,5,Oui,""
2024-07-13,Bouaké Centre,Commercial,41,10,5,5,Oui,"Produit indisponible"
2024-12-08,Abidjan Plateau,Site web,54,9,5,4,Oui,"Produit indisponible"
2024-06-05,San-Pédro Port,Boutique,65,7,4,3,Peut-être,"Produit indisponible"
2024-12-04,San-Pédro Port,Commercial,61,9,4,5,Oui,"Prix corrects"
2024-08-09,Abidjan Yopougon,Boutique,2,7,4,4,Peut-être,"Conseiller très clair"
2024-11-20,Abidjan Plateau,Téléphone,46,10,5,4,Oui,""
2024-09-27,Abidjan Plateau,Commercial,60,9,5,5,Oui,""
2024-09-29,Abidjan Plateau,Site web,9,7,4,3,Peut-être,"Produit indisponible"
2024-09-08,Abidjan Yopougon,Boutique,16,6,3,2,Non,"Conseiller très clair"
2024-05-26,Abidjan Yopougon,Commercial,53,6,4,3,Non,"Prix corrects"
2024-02-03,Bouaké Centre,Téléphone,53,10,5,4,Oui,""
2024-06-25,San-Pédro Port,Téléphone,24,5,2,2,Non,"Rien à signaler"
2024-09-17,San-Pédro Port,Site web,1,8,4,4,Peut-être,"Attente trop longue"
2024-01-15,Abidjan Yopougon,Téléphone,69,6,2,2,Non,"Produit indisponible"
2024-07-26,Bouaké Centre,Commercial,19,8,5,4,Peut-être,"Service rapide"
2024-09-14,Abidjan Plateau,Site web,51,6,3,2,Non,"Rien à signaler"
2024-07-08,Abidjan Yopougon,Téléphone,72,4,2,1,Non,"Produit indisponible"
2024-02-14,Abidjan Yopougon,Site web,38,4,1,2,Non,""
2024-11-03,Abidjan Plateau,Commercial,16,8,5,3,Peut-être,"Produit indisponible"
2024-09-19,Abidjan Yopougon,Site web,21,5,3,3,Non,""
2024-06-13,San-Pédro Port,Boutique,26,8,4,5,Peut-être,"Attente trop longue"
2024-01-18,Abidjan Yopougon,Téléphone,3,5,3,3,Non,""
2024-07-06,Abidjan Plateau,Boutique,50,6,4,3,Non,""
2024-08-08,Abidjan Plateau,Boutique,48,10,4,5,Oui,""
2024-09-16,Abidjan Yopougon,Boutique,61,7,3,3,Peut-être,""
2024-01-29,Abidjan Plateau,Boutique,55,5,3,2,Non,""
2024-03-11,Abidjan Yopougon,Site web,57,6,3,3,Non,"Prix corrects"
2024-12-04,Abidjan Plateau,Téléphone,43,8,4,4,Peut-être,""
2024-06-28,San-Pédro Port,Site web,48,6,3,3,Non,""
2024-02-06,Abidjan Yopougon,Site web,15,3,1,1,Non,"Service rapide"
2024-06-24,San-Pédro Port,Téléphone,49,8,4,3,Peut-être,"Service rapide"
2024-07-08,Abidjan Yopougon,Commercial,41,4,2,3,Non,"Produit indisponible"
2024-10-17,Bouaké Centre,Boutique,33,8,4,3,Peut-être,""
2024-06-29,Bouaké Centre,Commercial,32,9,4,4,Oui,"Service rapide"
2024-02-22,Abidjan Plateau,Site web,70,10,4,4,Oui,"Service rapide"
2024-06-29,Abidjan Yopougon,Commercial,25,6,2,4,Non,"Conseiller très clair"
2024-09-28,San-Pédro Port,Boutique,13,8,4,5,Peut-être,"Service rapide"
2024-05-05,San-Pédro Port,Commercial,29,9,5,5,Oui,"Rien à signaler"
2024-12-17,Abidjan Yopougon,Site web,33,7,4,3,Peut-être,"Conseiller très clair"
2024-02-15,Abidjan Yopougon,Boutique,19,5,3,2,Non,"Produit indisponible"
2024-11-20,Abidjan Plateau,Site web,6,10,4,5,Oui,"Attente trop longue"
2024-04-03,Abidjan Yopougon,Commercial,2,7,4,3,Peut-être,"Attente trop longue"
2024-08-21,Abidjan Yopougon,Téléphone,50,5,3,3,Non,"Produit indisponible"
2024-11-24,Abidjan Yopougon,Site web,51,4,2,1,Non,"Rien à signaler"
2024-11-05,Abidjan Plateau,Site web,16,6,4,4,Non,"Produit indisponible"
2024-05-22,Bouaké Centre,Site web,10,5,3,2,Non,"Produit indisponible"
2024-03-14,Abidjan Plateau,Site web,64,9,5,5,Oui,"Service rapide"
2024-02-20,Abidjan Plateau,Boutique,67,10,5,4,Oui,"Produit indisponible"
2024-03-26,San-Pédro Port,Commercial,18,7,3,4,Peut-être,"Produit indisponible"
2024-08-28,Abidjan Yopougon,Téléphone,65,3,2,2,Non,"Rien à signaler"
2024-05-05,San-Pédro Port,Commercial,37,8,4,4,Peut-être,""
2024-10-18,Bouaké Centre,Boutique,45,6,4,4,Non,"Conseiller très clair"
2024-09-16,Abidjan Plateau,Commercial,60,8,5,5,Peut-être,"Service rapide"
2024-04-03,Bouaké Centre,Commercial,44,9,4,5,Oui,"Attente trop longue"
2024-11-30,Abidjan Plateau,Boutique,6,9,4,5,Oui,""
2024-05-13,Abidjan Plateau,Site web,33,5,2,2,Non,"Attente trop longue"
2024-01-09,Abidjan Yopougon,Téléphone,45,4,3,2,Non,"Produit indisponible"
2024-12-26,Abidjan Plateau,Site web,21,6,3,2,Non,""
2024-02-12,San-Pédro Port,Site web,62,7,3,4,Peut-être,"Conseiller très clair"
2024-11-06,Abidjan Yopougon,Site web,31,4,2,3,Non,""
2024-02-28,Abidjan Plateau,Site web,15,5,2,2,Non,"Service rapide"
2024-03-29,Bouaké Centre,Commercial,21,6,3,4,Non,"Conseiller très clair"
2024-12-30,San-Pédro Port,Téléphone,21,9,4,5,Oui,"Produit indisponible"
2024-02-16,San-Pédro Port,Boutique,52,6,3,3,Non,"Conseiller très clair"
2024-06-09,San-Pédro Port,Commercial,9,7,4,3,Peut-être,""
2024-08-21,San-Pédro Port,Site web,48,5,2,2,Non,"Produit indisponible"
2024-06-08,San-Pédro Port,Téléphone,20,5,3,3,Non,"Produit indisponible"
2024-04-14,Abidjan Yopougon,Commercial,57,7,3,3,Peut-être,"Service rapide"
2024-01-01,San-Pédro Port,Commercial,19,8,4,3,Peut-être,"Conseiller très clair"
2024-09-30,San-Pédro Port,Commercial,55,6,3,3,Non,"Service rapide"
2024-08-14,Abidjan Yopougon,Boutique,26,4,2,3,Non,""
2024-03-16,San-Pédro Port,Boutique,33,8,5,4,Peut-être,"Conseiller très clair"
2024-09-14,Abidjan Yopougon,Téléphone,37,5,2,2,Non,""
2024-06-15,San-Pédro Port,Site web,11,5,3,3,Non,"Service rapide"
2024-03-25,Bouaké Centre,Boutique,68,6,4,2,Non,""
2024-12-21,Abidjan Yopougon,Boutique,55,3,1,2,Non,"Rien à signaler"
2024-06-27,Abidjan Yopougon,Téléphone,47,6,3,2,Non,"Attente trop longue"
2024-12-13,Abidjan Yopougon,Site web,7,7,3,3,Peut-être,"Produit indisponible"
2024-07-10,Abidjan Plateau,Téléphone,1,9,4,4,Oui,"Service rapide"
2024-07-04,Bouaké Centre,Boutique,60,8,4,5,Peut-être,"Conseiller très clair"
2024-07-05,Abidjan Plateau,Commercial,4,10,5,5,Oui,"Conseiller très clair"
2024-09-28,Bouaké Centre,Boutique,13,6,3,3,Non,"Conseiller très clair"
2024-12-17,Abidjan Yopougon,Site web,16,4,1,2,Non,"Service rapide"
2024-04-21,San-Pédro Port,Boutique,8,9,5,4,Oui,"Attente trop longue"
2024-03-29,Abidjan Plateau,Téléphone,31,7,4,4,Peut-être,"Produit indisponible"
2024-12-17,Abidjan Plateau,Téléphone,51,6,2,4,Non,"Produit indisponible"
2024-03-28,Abidjan Yopougon,Site web,36,3,1,1,Non,""
2024-02-21,San-Pédro Port,Site web,38,8,3,4,Peut-être,"Attente trop longue"
2024-10-11,Abidjan Plateau,Boutique,14,8,3,4,Peut-être,"Service rapide"
2024-02-09,Bouaké Centre,Téléphone,61,5,2,2,Non,""
2024-06-02,San-Pédro Port,Téléphone,3,8,4,5,Peut-être,"Conseiller très clair"
2024-12-14,Abidjan Plateau,Téléphone,27,9,5,5,Oui,"Attente trop longue"
2024-09-04,Abidjan Yopougon,Téléphone,66,7,4,3,Peut-être,"Conseiller très clair"
2024-08-05,Abidjan Plateau,Commercial,71,5,3,3,Non,"Produit indisponible"
2024-03-29,San-Pédro Port,Commercial,18,9,4,4,Oui,""
2024-06-24,Abidjan Plateau,Commercial,36,7,3,3,Peut-être,"Produit indisponible"
2024-06-17,Bouaké Centre,Téléphone,42,9,5,4,Oui,""
2024-03-21,Abidjan Plateau,Site web,53,8,4,4,Peut-être,"Service rapide"
2024-04-04,Abidjan Plateau,Site web,53,8,4,5,Peut-être,"Service rapide"
2024-03-21,Abidjan Yopougon,Commercial,64,3,1,1,Non,"Produit indisponible"
2024-07-15,San-Pédro Port,Site web,63,7,4,3,Peut-être,"Service rapide"
2024-04-27,Abidjan Yopougon,Site web,6,5,2,3,Non,""
2024-08-19,Abidjan Yopougon,Boutique,31,4,1,2,Non,"Service rapide"
2024-06-08,Abidjan Yopougon,Boutique,55,3,1,1,Non,""
2024-01-23,Bouaké Centre,Commercial,5,6,2,3,Non,"Attente trop longue"
2024-12-02,Bouaké Centre,Commercial,22,6,3,3,Non,"Conseiller très clair"
2024-06-16,Abidjan Plateau,Commercial,43,10,5,5,Oui,""
2024-07-13,Abidjan Yopougon,Boutique,71,5,3,2,Non,"Prix corrects"
2024-02-25,San-Pédro Port,Commercial,63,10,5,5,Oui,"Prix corrects"
2024-04-12,Abidjan Yopougon,Boutique,35,7,3,4,Peut-être,""
2024-04-28,Bouaké Centre,Téléphone,64,9,5,4,Oui,""
2024-11-03,Abidjan Yopougon,Commercial,35,5,2,3,Non,"Service rapide"
2024-12-03,Abidjan Plateau,Commercial,72,8,4,3,Peut-être,"Service rapide"
2024-02-04,Abidjan Plateau,Commercial,20,5,2,3,Non,""
2024-12-20,Bouaké Centre,Commercial,37,8,4,4,Peut-être,"Produit indisponible"
2024-01-21,Abidjan Yopougon,Site web,41,6,3,3,Non,"Attente trop longue"
2024-07-19,San-Pédro Port,Commercial,29,9,5,4,Oui,"Service rapide"
2024-01-02,Abidjan Yopougon,Boutique,32,7,4,4,Peut-être,"Prix corrects"
2024-07-15,San-Pédro Port,Boutique,58,8,4,4,Peut-être,"Attente trop longue"
2024-08-20,San-Pédro Port,Téléphone,13,6,4,3,Non,""
2024-05-25,Bouaké Centre,Site web,17,8,4,5,Peut-être,"Rien à signaler"
2024-06-24,Abidjan Yopougon,Commercial,63,6,2,3,Non,"Conseiller très clair"
2024-01-09,Bouaké Centre,Commercial,34,8,4,4,Peut-être,""
2024-12-25,San-Pédro Port,Commercial,60,9,4,4,Oui,""
2024-05-15,Abidjan Plateau,Commercial,55,5,2,2,Non,"Prix corrects"
2024-03-07,Abidjan Yopougon,Téléphone,54,7,4,4,Peut-être,"Rien à signaler"
2024-05-28,Abidjan Plateau,Téléphone,25,6,4,2,Non,"Produit indisponible"
2024-05-02,Abidjan Yopougon,Boutique,62,8,5,4,Peut-être,"Conseiller très clair"
2024-09-22,Bouaké Centre,Téléphone,10,6,4,2,Non,""
2024-04-15,Abidjan Plateau,Commercial,44,8,3,4,Peut-être,""
2024-09-25,Bouaké Centre,Commercial,4,9,4,5,Oui,""
2024-02-28,San-Pédro Port,Téléphone,43,5,3,3,Non,"Service rapide"
2024-11-24,San-Pédro Port,Commercial,33,7,3,3,Peut-être,"Service rapide"
2024-06-10,Abidjan Yopougon,Boutique,1,5,2,3,Non,"Prix corrects"
2024-11-07,San-Pédro Port,Boutique,63,8,4,4,Peut-être,"Conseiller très clair"
2024-03-25,Abidjan Plateau,Site web,47,6,4,2,Non,"Prix corrects"
2024-11-17,Abidjan Yopougon,Téléphone,51,7,4,3,Peut-être,""
2024-03-14,San-Pédro Port,Boutique,55,6,4,4,Non,"Rien à signaler"
2024-01-03,San-Pédro Port,Boutique,69,9,4,4,Oui,"Produit indisponible"
2024-12-09,San-Pédro Port,Site web,12,10,4,4,Oui,"Service rapide"
2024-01-24,Abidjan Plateau,Boutique,68,6,3,2,Non,""
2024-12-07,Abidjan Plateau,Boutique,16,5,3,3,Non,"Service rapide"
2024-07-01,San-Pédro Port,Boutique,22,6,2,3,Non,"Rien à signaler"
2024-04-17,Abidjan Plateau,Commercial,2,9,5,4,Oui,"Service rapide"
2024-03-17,Abidjan Yopougon,Site web,18,7,3,3,Peut-être,"Service rapide"
2024-12-08,Abidjan Plateau,Boutique,70,9,5,4,Oui,"Rien à signaler"
2024-12-11,San-Pédro Port,Commercial,3,9,5,4,Oui,""
2024-07-07,San-Pédro Port,Téléphone,27,6,3,2,Non,""
2024-02-28,Bouaké Centre,Téléphone,25,6,2,3,Non,""
2024-12-16,Abidjan Yopougon,Boutique,59,5,3,3,Non,"Service rapide"
2024-10-31,Abidjan Yopougon,Site web,23,3,2,2,Non,"Rien à signaler"
2024-02-22,Abidjan Plateau,Site web,4,6,4,3,Non,"Produit indisponible"
2024-11-14,Abidjan Plateau,Commercial,50,5,2,2,Non,"Produit indisponible"
2024-10-04,Bouaké Centre,Boutique,68,7,3,3,Peut-être,"Attente trop longue"
2024-07-05,Bouaké Centre,Site web,13,6,4,2,Non,"Attente trop longue"
2024-07-31,Abidjan Plateau,Site web,29,8,3,4,Peut-être,"Conseiller très clair"
2024-11-13,San-Pédro Port,Boutique,65,7,3,3,Peut-être,"Conseiller très clair"
2024-08-08,Abidjan Plateau,Boutique,11,9,4,5,Oui,"Attente trop longue"
2024-11-18,Abidjan Yopougon,Téléphone,54,4,1,2,Non,"Prix corrects"
2024-12-05,Bouaké Centre,Téléphone,72,7,4,4,Peut-être,""
2024-12-16,Abidjan Plateau,Site web,24,5,2,3,Non,"Attente trop longue"
2024-12-19,San-Pédro Port,Commercial,16,9,4,5,Oui,""
2024-09-06,Abidjan Yopougon,Téléphone,52,3,2,2,Non,"Prix corrects"
2024-06-21,Bouaké Centre,Commercial,50,8,5,4,Peut-être,""
2024-01-10,San-Pédro Port,Commercial,52,5,2,2,Non,"Produit indisponible"
2024-12-10,Bouaké Centre,Site web,23,5,3,3,Non,"Attente trop longue"
2024-06-13,Bouaké Centre,Boutique,70,7,4,4,Peut-être,""
2024-04-10,Abidjan Yopougon,Téléphone,9,3,2,2,Non,"Conseiller très clair"
2024-12-25,Bouaké Centre,Boutique,51,6,3,3,Non,"Conseiller très clair"
2024-10-23,Bouaké Centre,Boutique,69,7,3,4,Peut-être,"Produit indisponible"
2024-12-05,Abidjan Yopougon,Commercial,37,8,3,4,Peut-être,"Prix corrects"
2024-07-20,San-Pédro Port,Boutique,34,7,4,3,Peut-être,"Service rapide"
2024-12-15,Abidjan Plateau,Site web,21,10,4,5,Oui,"Attente trop longue"
2024-06-11,Bouaké Centre,Site web,17,7,3,4,Peut-être,"Prix corrects"
2024-01-08,Bouaké Centre,Commercial,16,10,5,4,Oui,"Attente trop longue"
2024-12-05,Bouaké Centre,Téléphone,71,6,2,2,Non,"Attente trop longue"
2024-07-13,San-Pédro Port,Site web,23,6,3,4,Non,"Conseiller très clair"
2024-11-03,San-Pédro Port,Commercial,11,7,3,3,Peut-être,"Attente trop longue"
2024-09-18,San-Pédro Port,Téléphone,14,5,2,2,Non,"Service rapide"
2024-04-30,Abidjan Yopougon,Site web,26,4,3,1,Non,""
2024-04-29,Bouaké Centre,Boutique,42,5,2,3,Non,"Conseiller très clair"
2024-02-01,Abidjan Yopougon,Téléphone,19,5,3,3,Non,"Prix corrects"
2024-11-27,Abidjan Yopougon,Commercial,7,7,3,4,Peut-être,"Produit indisponible"
2024-06-19,Abidjan Yopougon,Site web,37,6,3,3,Non,""
2024-06-15,Abidjan Yopougon,Commercial,72,6,4,3,Non,"Prix corrects"
2024-03-25,Abidjan Yopougon,Téléphone,67,7,3,3,Peut-être,"Prix corrects"
2024-10-02,San-Pédro Port,Commercial,4,7,4,3,Peut-être,"Service rapide"
2024-11-21,Bouaké Centre,Commercial,4,6,4,2,Non,"Rien à signaler"
2024-01-28,Bouaké Centre,Téléphone,50,9,5,5,Oui,"Rien à signaler"
2024-05-03,Abidjan Yopougon,Commercial,21,7,3,3,Peut-être,"Prix corrects"
2024-10-29,Abidjan Plateau,Boutique,59,5,2,3,Non,"Rien à signaler"
2024-12-09,Bouaké Centre,Commercial,70,8,4,4,Peut-être,"Produit indisponible"
2024-08-20,Abidjan Yopougon,Site web,53,4,2,2,Non,"Attente trop longue"
2024-07-11,Abidjan Yopougon,Site web,59,5,2,3,Non,""
2024-11-11,San-Pédro Port,Boutique,34,7,3,3,Peut-être,"Produit indisponible"
2024-11-12,San-Pédro Port,Site web,63,5,2,2,Non,"Conseiller très clair"
2024-03-26,San-Pédro Port,Site web,58,8,3,5,Peut-être,"Rien à signaler"
2024-08-30,Bouaké Centre,Site web,35,7,3,4,Peut-être,""
2024-09-27,Abidjan Yopougon,Boutique,53,6,2,3,Non,"Produit indisponible"
2024-08-26,Abidjan Plateau,Commercial,13,8,5,4,Peut-être,""
2024-05-19,San-Pédro Port,Boutique,49,9,4,4,Oui,"Attente trop longue"
2024-04-05,Abidjan Plateau,Boutique,32,8,4,4,Peut-être,"Conseiller très clair"
2024-06-16,San-Pédro Port,Site web,10,6,4,4,Non,"Rien à signaler"
2024-07-20,Abidjan Yopougon,Site web,14,7,3,3,Peut-être,"Conseiller très clair"
2024-12-26,San-Pédro Port,Boutique,40,8,3,3,Peut-être,"Rien à signaler"
2024-02-04,San-Pédro Port,Téléphone,12,6,4,3,Non,"Service rapide"
2024-12-19,Bouaké Centre,Commercial,39,6,4,2,Non,"Attente trop longue"
2024-04-24,Abidjan Yopougon,Téléphone,6,3,1,2,Non,"Conseiller très clair"
2024-06-12,Abidjan Yopougon,Boutique,61,5,3,3,Non,"Conseiller très clair"
2024-12-01,Bouaké Centre,Téléphone,15,9,5,4,Oui,"Prix corrects"
2024-09-25,Abidjan Plateau,Téléphone,3,7,3,3,Peut-être,"Conseiller très clair"
2024-07-31,Bouaké Centre,Boutique,44,8,3,4,Peut-être,"Conseiller très clair"
2024-12-08,Abidjan Yopougon,Site web,2,4,1,1,Non,"Service rapide"
2024-05-28,Abidjan Plateau,Site web,9,7,3,3,Peut-être,"Service rapide"
2024-04-02,Abidjan Yopougon,Boutique,11,3,1,2,Non,"Conseiller très clair"
2024-05-31,Abidjan Yopougon,Téléphone,7,3,2,2,Non,"Attente trop longue"
2024-06-18,Bouaké Centre,Commercial,17,5,3,3,Non,"Conseiller très clair"
2024-10-01,Abidjan Yopougon,Boutique,72,3,1,2,Non,"Conseiller très clair"
2024-03-22,Abidjan Yopougon,Boutique,32,3,1,1,Non,"Rien à signaler"
2024-08-28,San-Pédro Port,Commercial,55,9,4,5,Oui,"Prix corrects"
2024-02-03,Abidjan Yopougon,Site web,7,4,2,2,Non,"Conseiller très clair"
2024-06-19,Abidjan Plateau,Boutique,21,6,3,2,Non,"Prix corrects"
2024-02-29,San-Pédro Port,Commercial,48,8,3,4,Peut-être,"Prix corrects"
2024-11-04,Abidjan Plateau,Commercial,46,7,4,4,Peut-être,"Rien à signaler"
2024-07-24,Bouaké Centre,Téléphone,15,6,2,2,Non,""
2024-07-17,Bouaké Centre,Téléphone,12,9,5,4,Oui,"Attente trop longue"
2024-06-02,San-Pédro Port,Boutique,10,7,4,3,Peut-être,""
2024-05-17,Abidjan Plateau,Téléphone,64,7,4,3,Peut-être,""
2024-09-01,Bouaké Centre,Boutique,9,8,5,4,Peut-être,""
2024-02-24,Bouaké Centre,Boutique,32,8,4,4,Peut-être,"Prix corrects"
2024-03-11,Abidjan Plateau,Commercial,70,10,5,4,Oui,""
2024-01-04,Abidjan Plateau,Site web,26,6,3,3,Non,"Rien à signaler"
2024-11-07,San-Pédro Port,Boutique,68,9,5,5,Oui,"Rien à signaler"
2024-03-07,Abidjan Plateau,Boutique,49,8,4,3,Peut-être,"Prix corrects"
2024-09-30,Abidjan Yopougon,Commercial,7,7,4,4,Peut-être,"Service rapide"
2024-10-26,Abidjan Yopougon,Site web,57,4,2,3,Non,"Rien à signaler"
2024-06-29,San-Pédro Port,Boutique,24,9,5,4,Oui,"Service rapide"
2024-06-28,San-Pédro Port,Téléphone,22,5,2,3,Non,"Attente trop longue"
2024-07-02,Abidjan Yopougon,Boutique,28,4,2,2,Non,"Attente trop longue"
2024-04-09,Bouaké Centre,Boutique,40,5,3,2,Non,"Prix corrects"
2024-07-13,San-Pédro Port,Téléphone,41,9,5,4,Oui,""
2024-02-04,San-Pédro Port,Site web,27,6,2,3,Non,"Produit indisponible"
2024-06-19,Abidjan Plateau,Boutique,24,6,3,3,Non,"Attente trop longue"
2024-03-21,Bouaké Centre,Boutique,11,7,3,3,Peut-être,"Prix corrects"
2024-12-22,Abidjan Plateau,Boutique,23,8,4,4,Peut-être,"Produit indisponible"
2024-01-28,Abidjan Yopougon,Site web,65,7,4,3,Peut-être,"Conseiller très clair"
2024-04-05,Bouaké Centre,Téléphone,55,9,4,4,Oui,"Service rapide"
2024-03-10,Bouaké Centre,Commercial,10,7,3,3,Peut-être,""
2024-01-06,Abidjan Plateau,Site web,58,9,5,5,Oui,"Service rapide"
2024-03-12,San-Pédro Port,Téléphone,47,7,3,3,Peut-être,"Rien à signaler"
2024-11-12,Bouaké Centre,Commercial,70,7,3,3,Peut-être,"Produit indisponible"
2024-01-04,Abidjan Plateau,Téléphone,10,7,3,3,Peut-être,"Rien à signaler"
2024-11-12,Bouaké Centre,Boutique,50,6,3,3,Non,"Rien à signaler"
2024-04-03,Abidjan Yopougon,Commercial,11,7,3,4,Peut-être,"Produit indisponible"
2024-05-19,Abidjan Plateau,Téléphone,61,6,2,2,Non,"Produit indisponible"
2024-08-28,San-Pédro Port,Téléphone,3,9,4,5,Oui,"Prix corrects"
2024-04-20,Abidjan Plateau,Téléphone,20,7,4,3,Peut-être,""
2024-02-01,Abidjan Yopougon,Téléphone,43,4,1,2,Non,"Prix corrects"
2024-02-16,Abidjan Yopougon,Commercial,70,4,2,2,Non,""
2024-08-10,Bouaké Centre,Commercial,42,6,4,3,Non,""
2024-09-28,Bouaké Centre,Site web,46,5,3,2,Non,""
2024-01-20,San-Pédro Port,Commercial,12,10,5,5,Oui,"Prix corrects"
2024-02-20,Bouaké Centre,Téléphone,23,7,3,4,Peut-être,"Service rapide"
2024-11-25,San-Pédro Port,Site web,3,6,4,3,Non,"Service rapide"
2024-05-30,Bouaké Centre,Commercial,40,5,2,3,Non,""
2024-03-19,San-Pédro Port,Commercial,53,9,5,4,Oui,"Prix corrects"
2024-06-02,Abidjan Yopougon,Téléphone,17,5,2,2,Non,"Conseiller très clair"
2024-08-14,Abidjan Plateau,Téléphone,4,8,4,5,Peut-être,"Service rapide"
2024-07-21,Abidjan Plateau,Site web,19,6,2,4,Non,"Conseiller très clair"
2024-04-17,San-Pédro Port,Téléphone,5,10,5,5,Oui,"Service rapide"
2024-10-05,San-Pédro Port,Téléphone,32,5,3,3,Non,"Prix corrects"
2024-01-13,Abidjan Yopougon,Commercial,59,5,2,3,Non,"Produit indisponible"
2024-06-09,San-Pédro Port,Site web,26,6,4,4,Non,"Attente trop longue"
2024-07-12,Abidjan Plateau,Site web,49,7,4,4,Peut-être,"Attente trop longue"
2024-07-13,Abidjan Plateau,Boutique,41,5,3,2,Non,"Conseiller très clair"
2024-12-18,San-Pédro Port,Commercial,34,5,2,2,Non,""
2024-08-14,Abidjan Yopougon,Commercial,72,3,2,1,Non,"Prix corrects"
2024-07-10,San-Pédro Port,Commercial,30,6,3,2,Non,""
2024-06-09,Bouaké Centre,Commercial,56,10,4,5,Oui,""
2024-04-13,San-Pédro Port,Commercial,43,7,4,3,Peut-être,"Produit indisponible"
2024-01-09,Abidjan Plateau,Site web,57,6,3,4,Non,"Conseiller très clair"
2024-06-27,San-Pédro Port,Boutique,19,6,3,2,Non,"Attente trop longue"
2024-07-12,Abidjan Plateau,Boutique,69,7,4,3,Peut-être,"Prix corrects"
2024-07-06,San-Pédro Port,Commercial,39,9,4,4,Oui,"Produit indisponible"
2024-04-23,Bouaké Centre,Téléphone,24,8,4,5,Peut-être,"Produit indisponible"
2024-03-03,Abidjan Yopougon,Site web,17,4,3,2,Non,"Service rapide"
2024-03-28,Abidjan Plateau,Boutique,2,8,3,4,Peut-être,""
2024-05-23,Bouaké Centre,Commercial,31,7,3,3,Peut-être,""
2024-08-14,San-Pédro Port,Téléphone,53,7,4,3,Peut-être,"Rien à signaler"
2024-05-08,Abidjan Plateau,Boutique,43,10,5,5,Oui,"Produit indisponible"
2024-01-29,Bouaké Centre,Téléphone,35,6,3,2,Non,"Attente trop longue"
2024-10-28,San-Pédro Port,Site web,13,10,5,4,Oui,"Attente trop longue"
2024-06-15,Abidjan Plateau,Commercial,14,7,4,4,Peut-être,"Attente trop longue"
2024-06-08,Abidjan Yopougon,Boutique,6,3,1,1,Non,"Rien à signaler"
2024-11-23,San-Pédro Port,Site web,26,8,4,5,Peut-être,"Rien à signaler"
2024-11-08,Bouaké Centre,Boutique,36,6,2,4,Non,"Produit indisponible"
2024-11-20,Bouaké Centre,Boutique,49,7,4,4,Peut-être,"Conseiller très clair"
2024-07-31,Abidjan Plateau,Commercial,22,7,3,3,Peut-être,"Produit indisponible"
2024-05-31,Bouaké Centre,Commercial,5,5,2,2,Non,""
2024-01-24,San-Pédro Port,Boutique,55,9,5,5,Oui,"Conseiller très clair"
2024-12-30,San-Pédro Port,Site web,57,8,3,4,Peut-être,"Produit indisponible"
2024-01-05,Abidjan Yopougon,Commercial,21,6,3,3,Non,""
2024-07-27,San-Pédro Port,Commercial,17,9,4,5,Oui,"Rien à signaler"
2024-10-08,Abidjan Plateau,Téléphone,31,9,4,4,Oui,"Attente trop longue"
2024-07-30,Abidjan Plateau,Commercial,50,8,3,3,Peut-être,"Attente trop longue"
